,Thrombolysis_rate_(%)_(median),Thrombolysis_rate_(%)_(low_5%),Thrombolysis_rate_(%)_(high_95%),Thrombolysis_rate_(%)_(mean),Thrombolysis_rate_(%)_(stdev),Thrombolysis_rate_(%)_(95ci),Thrombectomy_rate_(%)_(median),Thrombectomy_rate_(%)_(low_5%),Thrombectomy_rate_(%)_(high_95%),Thrombectomy_rate_(%)_(mean),Thrombectomy_rate_(%)_(stdev),Thrombectomy_rate_(%)_(95ci),LVO_IVT_mean_shift_(median),LVO_IVT_mean_shift_(low_5%),LVO_IVT_mean_shift_(high_95%),LVO_IVT_mean_shift_(mean),LVO_IVT_mean_shift_(stdev),LVO_IVT_mean_shift_(95ci),LVO_MT_mean_shift_(median),LVO_MT_mean_shift_(low_5%),LVO_MT_mean_shift_(high_95%),LVO_MT_mean_shift_(mean),LVO_MT_mean_shift_(stdev),LVO_MT_mean_shift_(95ci),nLVO_IVT_mean_shift_(median),nLVO_IVT_mean_shift_(low_5%),nLVO_IVT_mean_shift_(high_95%),nLVO_IVT_mean_shift_(mean),nLVO_IVT_mean_shift_(stdev),nLVO_IVT_mean_shift_(95ci),LVO_IVT_mean_added_utility_(median),LVO_IVT_mean_added_utility_(low_5%),LVO_IVT_mean_added_utility_(high_95%),LVO_IVT_mean_added_utility_(mean),LVO_IVT_mean_added_utility_(stdev),LVO_IVT_mean_added_utility_(95ci),LVO_MT_mean_added_utility_(median),LVO_MT_mean_added_utility_(low_5%),LVO_MT_mean_added_utility_(high_95%),LVO_MT_mean_added_utility_(mean),LVO_MT_mean_added_utility_(stdev),LVO_MT_mean_added_utility_(95ci),nLVO_IVT_mean_added_utility_(median),nLVO_IVT_mean_added_utility_(low_5%),nLVO_IVT_mean_added_utility_(high_95%),nLVO_IVT_mean_added_utility_(mean),nLVO_IVT_mean_added_utility_(stdev),nLVO_IVT_mean_added_utility_(95ci),onset_to_needle_mins(mean),onset_to_puncture_mins(mean)
Queen's Medical Centre - Nottingham,10.81081081081081,7.5096525096525095,11.795366795366794,10.231660231660232,1.6304838428983175,1.0105657860812283,3.281853281853282,1.5444015444015444,3.861003861003861,2.9343629343629347,1.0002244132677192,0.6199341225330768,-0.09766246187617073,-0.11765250670793355,-0.06417510563893601,-0.09494610348773905,0.019400775341191893,0.012024504179327572,-0.00017308852920153682,-0.1240696788787651,0.10475955610357612,0.006398321322622356,0.09601819163619967,0.059511598186983955,-0.41004028230360967,-0.4335096653867522,-0.3219896237746901,-0.38957455987274114,0.04634962759080574,0.028727268929947813,0.02320353401382882,0.016921332886263737,0.026916490994200935,0.02267813949022627,0.0036258528642150135,0.0022472855931077312,0.005511081543818163,-0.014764438964241733,0.029385654415630635,0.00420396714510627,0.018522928502296334,0.011480419069455839,0.07625158852950956,0.06058292595087659,0.0804509247015315,0.0726438613373401,0.008234982516627465,0.005104001254920623,184.67401551602973,1027.5738888888889
Queens Hospital Romford HASU,15.681818181818183,14.602272727272727,17.647727272727273,16.022727272727273,1.1650421590325526,0.7220873425937562,2.159090909090909,1.3636363636363635,2.727272727272727,2.1136363636363633,0.4915493393184344,0.30465983864215485,-0.10465078269149806,-0.12703991149380625,-0.09425778540824477,-0.10663023954438475,0.011859265042797112,0.007350313560308797,-0.47457943682589054,-0.6234122674046216,-0.3083709370864503,-0.4615886214249856,0.1251801889770818,0.07758605927094153,-0.43888935021858877,-0.4704597878732489,-0.4193664818343351,-0.4399282238716256,0.018767076094878654,0.011631740534487456,0.02448128045646783,0.02255359703597156,0.028650642356643857,0.024854170325923942,0.0022022904138733015,0.0013649686582106295,0.09674960116834,0.06508018705279316,0.12494271018692216,0.09431376363904391,0.023773471360892015,0.01473467945011564,0.08136210719967285,0.07785591774268824,0.08688109529733419,0.08150906223471857,0.0033158835417456205,0.0020551681468743976,170.05043612661467,298.1582070707071
Royal Berkshire Hospital,25.08196721311476,22.950819672131146,27.95901639344262,25.360655737704917,1.8531761914282339,1.148589397432307,1.1475409836065573,0.6557377049180327,1.745901639344262,1.1639344262295084,0.4121972058064724,0.25547778048867253,-0.13340506321669532,-0.13999638150738294,-0.12751262352215614,-0.1338886659074708,0.004571978654127598,0.0028336896576307835,-0.4387385345751472,-0.5750193438915341,-0.3076719789057487,-0.4464657367255308,0.09355557270811332,0.057985279208896845,-0.4759836507136398,-0.48761511954604253,-0.4582278206713753,-0.4749416803416519,0.010802016406051877,0.006695036107343344,0.029809958065640414,0.028722930112030975,0.03102219102796549,0.029895932288899203,0.0008418201513179286,0.0005217559478807275,0.08983128563304094,0.0650632454151344,0.11608617624592343,0.09153475367027548,0.01784598374162551,0.011060852069647464,0.08788958493979879,0.08475213698946606,0.08992137532481913,0.08768774801787273,0.001897430940758779,0.001176018271223267,147.5904979914699,312.624880952381
Royal Blackburn Hospital,8.174097664543524,6.5180467091295125,9.904458598726116,8.237791932059448,1.2532735241997823,0.7767727044178558,0.6369426751592357,0.09554140127388536,1.1995753715498934,0.59447983014862,0.42226281359310114,0.2617163941919512,-0.08399082726173794,-0.11616124728746699,-0.07056529111358517,-0.08773200151534569,0.015927334068983702,0.009871682533811293,-0.3920718867373254,-0.7609622459292842,0.10475955610357612,-0.35069150422322093,0.34144140643769894,0.21162368753316851,-0.39753386840903226,-0.42644423442377916,-0.3459393728797723,-0.3927759328493513,0.031035343483498106,0.01923555171693786,0.020659027267136327,0.018131268124006113,0.026627864371084,0.021348969211958342,0.002963342739042608,0.0018366651086744006,0.08024895667634031,-0.014764438964241733,0.1510293036903602,0.07251220370985051,0.06521530480323941,0.040420121947275595,0.07413953205323323,0.06484124896121375,0.0791569459557945,0.07321929928236062,0.00551723290703928,0.0034195535478502015,187.32321155826358,403.99074074074076
Royal Cornwall Hospital,8.627858627858629,7.162162162162162,10.093555093555095,8.64864864864865,1.0789466642288876,0.6687257826106423,0.31185031185031187,0.0,0.53014553014553,0.2702702702702703,0.22023906558656553,0.13650307876995182,-0.08216490515490865,-0.10225015764730486,-0.07103829088059371,-0.08354190689576439,0.011883778489539698,0.007365506872824515,0.04393128723324424,-0.649386671642433,0.10475955610357612,-0.1303469048271836,0.33822585108845027,0.20963070230160383,-0.39693118031667796,-0.41019094244688425,-0.375027531669099,-0.39452866051020696,0.012866330066697806,0.007974487459330104,0.020325975782580344,0.018253670152497188,0.024049526114182675,0.02057653622179854,0.002208130143638071,0.0013685880937088328,-0.0029153613319936045,-0.014764438964241733,0.12975890769133047,0.03052600629610907,0.06473308773183017,0.0401212462019237,0.07402973198692929,0.07011421459887605,0.07634466305502799,0.07357811991434784,0.002281302635127323,0.001413940040435227,188.79635571312622,621.2857142857143
Royal Derby Hospital,8.83352208380521,7.978482446206115,9.977349943374858,8.890147225368063,0.7363687883401722,0.4563977169573672,0.6795016987542469,0.4530011325028313,1.1551528878822193,0.7474518686296717,0.27843093868759194,0.17257011263846544,-0.09814711445681222,-0.11679217761658515,-0.08678673730624853,-0.09993196718475174,0.010717382463128429,0.006642580409955023,-0.33329551977207283,-0.5595494398063706,-0.020747197918523558,-0.30432323938513645,0.2002909130872587,0.12413931294722763,-0.41360012299859344,-0.4243534923272965,-0.3831636401181784,-0.4071323937776817,0.017531765211761786,0.010866100985779892,0.02327572995857847,0.021145360522931277,0.026747602162619045,0.023605728116225785,0.0020001083747327644,0.001239657234730119,0.06990649487181104,0.009537299356268084,0.11253961413361646,0.06402247883940183,0.03835450200517625,0.023771929809323578,0.07695822452285925,0.07157252655777682,0.078855794120035,0.07580256167930094,0.003113102791104513,0.0019294856449800363,177.5151053042045,457.465
Royal Devon and Exeter Hospital,10.980036297640652,8.36660617059891,11.633393829401088,10.544464609800361,1.3754044100407559,0.852468820753046,0.8166969147005445,0.5444646098003629,1.7513611615245004,0.9981851179673322,0.46270594497212203,0.28678284611150906,-0.1027939641407214,-0.11430524035576797,-0.08644139914424658,-0.10198453837651253,0.010093106049812025,0.006255656990196604,-0.18475642403923798,-0.3705592504144924,0.004375208397791708,-0.19068232346983965,0.13770692087292558,0.0853500654709966,-0.4091923951371769,-0.4464840258768341,-0.3814988075433338,-0.4093726224263765,0.02307282202128771,0.01430042047004143,0.02415280189862996,0.021118270316697437,0.02629682761434299,0.02400634625780093,0.0018762518831871064,0.0011628915965514464,0.04131584593529819,0.00478146683082256,0.07720301316556268,0.04243281033279679,0.026575510842838046,0.01647136960134703,0.0761753178546701,0.07126318374451147,0.08272512776116481,0.0761919747008142,0.00408310205910353,0.0025306863726248935,178.06048883321841,605.2050974025974
Royal Hallamshire Hospital,7.7215189873417724,6.2784810126582276,9.499999999999998,7.810126582278481,1.2156732512590889,0.7534682420359182,1.2658227848101267,0.6329113924050633,1.8417721518987342,1.2278481012658227,0.4427364857240396,0.27440587447173925,-0.09187105961101064,-0.1106646782488565,-0.07550002640870195,-0.09229105624755664,0.013768596883796743,0.008533707950381289,-0.6090055733932254,-0.755758546357921,-0.5532432250501716,-0.6370729744225874,0.07821896789680806,0.048479727734431655,-0.4073186881679254,-0.43442717598421215,-0.36970484455792285,-0.40390537627027256,0.023596375241394168,0.014624916155010437,0.02210014167809382,0.019040106584058573,0.02560089512021585,0.022172353032177558,0.0025727611371643374,0.0015945845721206907,0.12213105030678345,0.11139393184607253,0.15003075212501082,0.12750759344357404,0.01492957204460741,0.00925327458768073,0.07581496575779284,0.06918763232473425,0.08053583477761894,0.07520621107182195,0.004136082182578346,0.002563523189965472,182.3964777191581,245.89730880230877
Royal Hampshire County Hospital,8.683729433272395,7.312614259597806,10.621572212065812,8.866544789762342,1.2731616341118936,0.7890992561433094,0.5484460694698354,0.0,1.0968921389396709,0.5484460694698354,0.38540861184258124,0.23887434302742888,-0.09387766337366629,-0.10374477757820148,-0.07824564604962908,-0.09230465885490613,0.009374527632600577,0.0058102856568876815,-0.5103174869979458,-0.5872575502744697,-0.42011716833241447,-0.503901407153274,0.06808187068513284,0.04219680524064684,-0.407986153480964,-0.4394609794396198,-0.3901226708877507,-0.4111359180814295,0.017129187415998618,0.010616585267849754,0.02250342437288551,0.019595185686560723,0.02432925366199224,0.02220483651115422,0.0017365018595293887,0.0010762752261239475,0.10363305455081055,0.08692757342734561,0.11859770375581993,0.10266567875090683,0.012877276924254341,0.007981272267263001,0.07591867484145441,0.07277734026474462,0.08145708773664329,0.07648383771549763,0.0030074718178413617,0.0018640160924940502,180.30876218751698,273.60416666666663
Royal Lancaster Infirmary,8.157099697885197,7.084592145015106,10.634441087613292,8.36858006042296,1.2978830710049278,0.804421479921043,0.3021148036253776,0.13595166163141995,0.906344410876133,0.4833836858006042,0.3247636555205861,0.20128690036472918,-0.06121900402203992,-0.09683189531191794,-0.04035069165604254,-0.0636307298627208,0.020020012050816282,0.012408304015773391,-0.3070670961009283,-0.5892006802657469,-0.04419015760228366,-0.3293877947548696,0.21098506184744634,0.13076749322351794,-0.34965405040253666,-0.3798881152773139,-0.316173167579778,-0.3506691716580427,0.02407882750906154,0.014923937673834764,0.01638981504340977,0.012457742250222975,0.023043614377552993,0.016834553111801643,0.003750364189817355,0.0023244570941817182,0.06498527347803307,0.014173930201212437,0.11907767449704876,0.06920014709969699,0.040650020025382046,0.025194680474812742,0.0656124162139129,0.05967623956348173,0.07081910724496475,0.06575592211818465,0.004210255363047101,0.0026094953587502273,210.47243402945577,332.0833333333333
Royal Liverpool University Hospital,9.528301886792454,8.30188679245283,11.547169811320755,9.811320754716983,1.2130378315714412,0.7518348220054758,0.6603773584905661,0.5660377358490566,1.4245283018867925,0.8301886792452831,0.34676852206516284,0.21492540733558263,-0.10068637418308427,-0.12072002201618591,-0.0892451089522194,-0.10292550096357819,0.01172505636892395,0.007267131690950029,-0.3659952209240614,-0.4803881296085932,-0.21345022957442916,-0.35620895865414776,0.0963951517751224,0.05974523620846511,-0.433864721552485,-0.4598334584115653,-0.39816391768957826,-0.4308058497021114,0.021647058872189155,0.013416739552987222,0.02373056639812419,0.021616324833296712,0.027447488588775156,0.02414967233950606,0.0021712654433551615,0.0013457395356060893,0.0763172971932211,0.04683846812879415,0.09793314775057665,0.07437263857614385,0.01846633796330755,0.01144534453451515,0.08045712287431601,0.07419922271312,0.08501702695539605,0.07990688201269834,0.0038033783390498304,0.0023573150005178622,170.47268929774117,325.4
Royal London Hospital HASU,20.807453416149066,18.571428571428573,23.664596273291924,21.08695652173913,1.8659402342608447,1.1565004877720817,3.8819875776397517,2.7950310559006213,4.968944099378882,3.8509316770186333,0.8177398616203517,0.5068311039497138,-0.1088857158042193,-0.13570902644112487,-0.09690096132653432,-0.11230502357579453,0.014547376604258406,0.00901639175238296,-0.5206297290854989,-0.6986663277047007,-0.3167606560822233,-0.5098804186642092,0.14229429163173646,0.08819329507864682,-0.45794221208619357,-0.48908432325752305,-0.4304089323406277,-0.45934251257404285,0.021143104317496608,0.013104391023481543,0.025281022892882657,0.023006458266090626,0.030251807482549863,0.02590113881783914,0.0027091917682312405,0.0016791435995101335,0.10546576344925208,0.06644724265231365,0.138712323377034,0.10318161121240013,0.026972161165077318,0.016717211500632934,0.0847439273869955,0.07979581954959696,0.09018169366602702,0.08495062355505703,0.003735329664060896,0.0023151387698048115,161.32067204500873,300.3512552725052
Royal Preston Hospital,7.252747252747253,5.571428571428571,10.032967032967033,7.428571428571429,1.6827505534261513,1.04296043362128,2.967032967032967,1.5164835164835164,4.175824175824175,2.835164835164835,1.0332008152565413,0.6403727326690274,-0.0812338641350004,-0.10765239739198805,-0.06604264060194329,-0.08278036718227698,0.015060788110999795,0.00933460165378927,-0.4654185033237237,-0.5788197466048961,-0.3107817616393924,-0.45893194002602283,0.09752882796198561,0.060447883077324904,-0.40213880830047927,-0.45899267310667297,-0.3588239711919707,-0.406212424176691,0.03505559377264035,0.021727282874769216,0.02015178875037986,0.017319136025725566,0.025069532137441338,0.020430703333513423,0.0028085491730792645,0.001740724825457611,0.09492884957412191,0.06542657164528633,0.11617796561194099,0.09355575621242464,0.01848636857004406,0.011457759405064494,0.07487712145610959,0.06723766029969226,0.08496430135175237,0.07562341291464761,0.006199207147068461,0.0038422377939799635,186.623558667814,307.9985398592636
Royal Stoke University Hospital,11.559432933478735,10.130861504907307,14.427480916030532,11.777535441657578,1.6870667227731435,1.0456355739411318,3.707742639040349,2.317339149400218,4.591057797164667,3.631406761177754,0.9008012046657821,0.5583121117458161,-0.09836063616139697,-0.11187152047184468,-0.08397976787166078,-0.09783100108267731,0.009884423390191669,0.006126316514435806,-0.5391891557524293,-0.5654159172102342,-0.40358333387234735,-0.5095437171636078,0.06401416595675055,0.039675662057113814,-0.398337499867088,-0.42957330175148856,-0.390088563902225,-0.4045594404976584,0.015415417909534056,0.00955439944122799,0.023326025059326256,0.02062287986856276,0.0258293935932705,0.023217735197933492,0.001844559231806626,0.0011432486486652634,0.10910041007416647,0.08335480037636137,0.11417925297763729,0.10353394135828764,0.012218453183862514,0.007572936585803838,0.07416262588311917,0.0726298155834217,0.0797189368170525,0.07523922257872047,0.002744273440705329,0.0017008870458345149,180.47290231787784,289.85940377970144
Royal Sussex County Hospital,9.15948275862069,6.971982758620689,10.463362068965516,8.814655172413794,1.318594531253548,0.8172583400949112,2.8017241379310347,1.7241379310344827,3.3512931034482754,2.650862068965517,0.5928356619476367,0.3674365982481316,-0.10261190195228345,-0.11565647108652485,-0.08907609470261056,-0.10260372113614628,0.009524791445042766,0.005903418421374498,-0.7243675934481457,-0.7834615747131815,-0.5130982734808699,-0.6774270220763189,0.10254337528935013,0.06355587460008161,-0.411494510221717,-0.46546755547063945,-0.35599199880143356,-0.4101259092971117,0.03757779929009074,0.023290533324936136,0.02413235595104865,0.02159171539155607,0.026542378684109812,0.024113207654398887,0.001771848890887303,0.0010981831405662973,0.1435945900038027,0.10398949386196787,0.155035502856671,0.13481303787818405,0.019366366945500087,0.012003178026608219,0.07656747913224746,0.06646451626690134,0.08587811813561168,0.07620880658201842,0.006677304426502553,0.004138560112731546,176.00654054957656,236.0710064935065
Royal United Hospital Bath,9.148936170212766,7.968085106382979,10.212765957446807,9.085106382978722,0.8746725443018917,0.5421176978515039,1.0638297872340425,0.5212765957446808,1.606382978723404,1.0425531914893618,0.3812675193110812,0.23630771444809162,-0.09424958285255347,-0.11814116145771238,-0.07883948973462503,-0.09490651543990077,0.014298802035124254,0.008862326469276371,-0.1923285710661519,-0.40893463792527535,-0.09186314780524049,-0.23761928750774017,0.12531788685838047,0.0776714037337293,-0.39702732807129754,-0.4516900237349165,-0.36845939724608134,-0.40524725894624625,0.03174546572176588,0.01967568195254521,0.02257487406671577,0.019682096497371997,0.026976782726650217,0.02268046837861222,0.0026522482032628313,0.0016438502608210025,0.04250390065572882,0.023490786580567056,0.08431176511724262,0.05142061385831792,0.0240473984434385,0.014904458095091624,0.07409928411296127,0.06894462038712193,0.08363723473658918,0.07547497356056468,0.0055882366833349935,0.003463561335673146,181.0965913525625,421.94416666666666
Royal Victoria Infirmary,12.927191679049034,11.738484398216938,13.967310549777118,12.897473997028234,0.8162600921031273,0.5059139501539818,1.8573551263001487,1.3893016344725113,2.161961367013373,1.8424962852897475,0.30692290014521373,0.19022928881051238,-0.10381587268852888,-0.1254713053473844,-0.09519482131340469,-0.10657546165130734,0.011718848873607954,0.007263284316190111,-0.5284676538421773,-0.6688269697278026,-0.35553959112303557,-0.5241077103020041,0.10944339535665543,0.06783247276059912,-0.4324134303600215,-0.45086241455582127,-0.4087412166283064,-0.431549732615232,0.01505049131339305,0.009328219749783984,0.024333377003769394,0.022733191072928968,0.02833242738778957,0.024840639151483337,0.002170271310756745,0.00134512337716014,0.10700811098063304,0.07387682977106144,0.13341317780879294,0.10605203682963178,0.020776687402576273,0.01287728763986154,0.08019789414095072,0.07607369975386007,0.08348504492090061,0.08008432056930789,0.002647324702946226,0.0016407986997832164,169.68411844856786,271.49277306027307
Russells Hall Hospital,12.3059866962306,10.432372505543237,13.425720620842572,12.195121951219509,1.1111083797762684,0.6886594541373015,0.33259423503325947,0.22172949002217296,0.7871396895787137,0.3991130820399113,0.22900123259171717,0.14193382635196777,-0.1025027539340993,-0.11673530822906662,-0.08096120856849937,-0.10219651906488761,0.012995724104001178,0.008054685240860573,-0.5538810428690064,-0.8084540085043838,-0.08009114389232228,-0.4727577178260467,0.2605756783121647,0.1615035109572711,-0.37651172602609895,-0.47489891550875046,-0.3426748925016196,-0.39340267492444103,0.04851938055808439,0.03007207104039522,0.024069464146279237,0.020072066857551342,0.0267460415752732,0.024025363158512787,0.0024256484139037696,0.0015034048370549946,0.1124644180969141,0.021233119891230567,0.15996294387725676,0.0965648599849516,0.04967099064873451,0.03078583325373198,0.07029156552853494,0.0642559159684892,0.08765824118812153,0.07326181829374467,0.008591769892003744,0.0053251362977678185,178.8843826238845,291.7083333333333
Salford Royal Hospital,8.089500860585199,7.603270223752151,8.747848537005163,8.149741824440621,0.43134314288771025,0.2673443371804396,1.9793459552495698,1.3296041308089501,2.246127366609294,1.8416523235800344,0.35413194175584545,0.21948921828064138,-0.08802936487266791,-0.10539899089038192,-0.0674329268305419,-0.08613165863973413,0.013398630258834435,0.008304404474111168,-0.39140178740748266,-0.5746358739052129,-0.270846808258196,-0.39683114836233796,0.12270472704187198,0.07605178026083942,-0.39249277707338126,-0.4241847419414932,-0.38018879931456273,-0.3985856251547131,0.017012628560165863,0.010544342668033502,0.021411032815994692,0.01756904803636409,0.02463261400536963,0.021053608325229553,0.0024932528225527343,0.001545305713697511,0.08087588571271617,0.05769879657117586,0.11577818407143076,0.08187127368213296,0.023370598630702386,0.014484980933293132,0.07317172486770343,0.07098535392067713,0.07883869326652558,0.07426203257180101,0.003032934811283816,0.0018797979293372763,187.6691102351925,328.2539682792841
